,GUID,type,Manufacturer,Category,Family,Material,Roughness,ArticleNumber,Leveringsprogramma,Omschrijving,Artikelnummer,Afmetingen,System Type,System Abbreviation,Type,Afmeting,Buis type,Lengte,Afmetingen [mm],System Name,InvertElevation,Systeemtype,Systeemnaam,Binnendiameter,Kanaaltype,Diameter,Verbindingstype,Debiet
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2C1Q,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3iT7GDDl9Cgu_oeYi3d2fC,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6vC,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2QMeqm79z5kf6JsOx79vD1,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2hGyeDp$H3l92FfSd3Gy8g,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2yq70TTAfAfPI5NM5JGYH5,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVOh,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVIi,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2CFU,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGdQv,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1tHGVEGln5YR3a_F2Jdefh,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGd9M,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1U1SYwMkH1U98wWHxrdhd3,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,0NCn_ksxj1q87ZEjdzBhjc,IfcFlowSegment,,Flex Ducts,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihT4h,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3iT7GDDl9Cgu_oeYi3d2iC,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj3SM,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3TMIfDPMrEJPudARTrntbP,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1yCxHIoA9EP8BHEN8M7AOa,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_UwKl,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyjNm,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1dIGsmQ$D2DR61PxRm656Z,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_UwTn,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3wYamzIx5Bdu7B3UKw5Inf,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyjVa,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3iT7GDDl9Cgu_oeYi3d50w,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGdIP,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6hi,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,3UlIpvXWHAj91YGjZE51oP,IfcFlowSegment,,Flex Ducts,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,39xH8hzxnEVQQlAcyKUxQq,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlvm,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1U1SYwMkH1U98wWHxrdhd7,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,39xH8hzxnEVQQlAcyKUxPW,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1U1SYwMkH1U98wWHxrdhdH,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihT4l,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2IuBl6o_1FIPOV79Fo5v7g,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1yCxHIoA9EP8BHEN8M7BZo,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1dIGsmQ$D2DR61PxRm64lr,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1pfTq3AHL9GPxAqiCdMg8H,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6ss,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihT4P,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj3AD,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGd9U,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,36lBQYL5HDIR6W8bWfCDja,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0MDmm4bPD2$vL6z9sjIS$1,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0MDmm4bPD2$vL6z9sjISv7,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGdRd,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1U1SYwMkH1U98wWHxrdhYs,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0b3BgSczDBSh86SByWXcLM,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0AjQ0JY9b03RhCYTYmXElF,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,33fIOoLC95wgB$jn9h8Ba0,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_Uwvw,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1XaD5cypP1gPh$6jRoEphA,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0NCn_ksxj1q87ZEjdzBhja,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2CBJ,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYV9e,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1U1SYwMkH1U98wWHxrdhj6,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1yCxHIoA9EP8BHEN8M7ASP,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihT_k,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6sg,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,370jmIjvzE6fdF2nzEJ8VK,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,31nAlRRgf8yf4O4e8F3DF8,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGckw,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj39Y,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_UwNN,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1tUi7aLWX7OxgtQOalep0B,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj3gX,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyjTl,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGdIs,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1tUi7aLWX7OxgtQOalepFN,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlpn,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3wYamzIx5Bdu7B3UKw5IpS,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1tHGVEGln5YR3a_F2JderO,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_Uww1,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1U1SYwMkH1U98wWHxrdhjA,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,3iT7GDDl9Cgu_oeYi3d5ck,IfcFlowSegment,,Flex Ducts,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihT_Y,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2yxDj139L3APe0fUNyImqf,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,370jmIjvzE6fdF2nzEJ8HH,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1tHGVEGln5YR3a_F2JdefE,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTID,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1U1SYwMkH1U98wWHxrdhcc,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6pH,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,39xH8hzxnEVQQlAcyKUxqE,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6p7,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyjP$,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyiWT,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2IuBl6o_1FIPOV79Fo5ugL,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1bndFAdDX3YfNURezjGB1g,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1yCxHIoA9EP8BHEN8M7BXO,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0RVcPE4S9Aa9GDFmWDTspe,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2C8B,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2p6UE7el1148X6lFZ_CSvo,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,39xH8hzxnEVQQlAcyKUxBg,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2yxDj139L3APe0fUNyImq_,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2UVPPcH0LERBczGsZbQRw1,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGczi,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1tHGVEGln5YR3a_F2JdecP,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTul,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3iT7GDDl9Cgu_oeYi3d5dY,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj3Gc,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,20jEsHmrHDXufDzH4yieDm,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2CF5,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_UwwD,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1fyXbaO9L1S86tOCEELwqC,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVJA,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2IuBl6o_1FIPOV79Fo5uhM,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2CDL,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1pfTq3AHL9GPxAqiCdMgL0,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1tHGVEGln5YR3a_F2JdehU,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGdR7,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyjBZ,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1U1SYwMkH1U98wWHxrdhev,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1bndFAdDX3YfNURezjGB02,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyiau,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyjCM,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihT2n,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUljE,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0MDmm4bPD2$vL6z9sjISLJ,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2C13,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj3kq,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0iyJ9j61D9wecCd2PhTn4Z,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,39xH8hzxnEVQQlAcyKUxCF,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyjVw,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2xQIbkQTr2vOcPyywuLWTL,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2HLTl_3lz8_8VESlTRY7pq,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2yq70TTAfAfPI5NM5JGYnG,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0iyJ9j61D9wecCd2PhTn0n,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj3St,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVkx,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2VaI4SygvBv8L$YbXvnjzt,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6tF,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj3XG,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2CO$,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlrE,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj3iJ,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0NCn_ksxj1q87ZEjdzBhjs,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3iT7GDDl9Cgu_oeYi3d54B,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6rC,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2VaI4SygvBv8L$YbXvnjg5,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1tHGVEGln5YR3a_F2Jde_j,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGdCQ,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3mTYyc5f97JgqFYnQWfKWK,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,370jmIjvzE6fdF2nzEJ8cD,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2yxDj139L3APe0fUNyIpbD,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD5Lx,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGd9Y,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2mKQQOTV9508TYsYTIM4Wh,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0yR9KoiTj6ygG1SiLGllgW,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_UwuQ,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1U1SYwMkH1U98wWHxrdhcm,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1tHGVEGln5YR3a_F2Jdec1,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1bndFAdDX3YfNURezjGB2N,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6iU,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihT4u,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1bndFAdDX3YfNURezjGBTb,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,36lBQYL5HDIR6W8bWfCDdK,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTyo,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,39xH8hzxnEVQQlAcyKUxpI,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyiac,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj3Kh,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1bndFAdDX3YfNURezjGAsg,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGd20,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGdOr,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1U1SYwMkH1U98wWHxrdhbd,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1U1SYwMkH1U98wWHxrdhbS,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1U1SYwMkH1U98wWHxrdhcq,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1tHGVEGln5YR3a_F2Jder4,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGctY,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYV_y,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6cO,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1U1SYwMkH1U98wWHxrdhYY,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,31nAlRRgf8yf4O4e8F3DFb,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihT8B,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihT4y,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,3UlIpvXWHAj91YGjZE51qb,IfcFlowSegment,,Flex Ducts,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2C5t,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2CFc,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlFF,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_UweN,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,39xH8hzxnEVQQlAcyKUxDS,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3TMIfDPMrEJPudARTrnte4,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0TXLStjwP17Ag2Wz6WzAj_,IfcFlowSegment,,,,,0.15,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3srtZGj1fCyeZo32_lQ1dE,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2C_8,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlpi,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1U1SYwMkH1U98wWHxrdhip,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2mKQQOTV9508TYsYTIM4Y9,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,292evus617$OApahGDVlq_,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0iyJ9j61D9wecCd2PhTmqo,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3wYamzIx5Bdu7B3UKw5IqZ,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihT_x,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTsr,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2VaI4SygvBv8L$YbXvnjzN,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
