,GUID,type,Manufacturer,Category,Family,Material,Roughness,ArticleNumber,Leveringsprogramma,Omschrijving,Artikelnummer,Afmetingen,System Type,System Abbreviation,Type,Afmeting,Buis type,Lengte,Afmetingen [mm],System Name,InvertElevation,Systeemtype,Systeemnaam,Binnendiameter,Kanaaltype,Diameter,Verbindingstype,Debiet
Pset_ManufacturerTypeInformation,1l$kDBjsP5EhEiHfaY2CPq,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1JHmlGybnEgfJzg12rD6w0,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1l$kDBjsP5EhEiHfaY2CEC,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1iRnjW8x96TOkxG85_UwtT,IfcFlowFitting,Luka,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,0MDmm4bPD2$vL6z9sjISuu,IfcFlowFitting,DYKA AIR,,,,,20048351,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3rStKB7dHA3ht$CcUIUlnu,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1l$kDBjsP5EhEiHfaY2C3S,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3rStKB7dHA3ht$CcUIUlmI,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1iRnjW8x96TOkxG85_Uwoa,IfcFlowFitting,DYKA AIR,,,,,20042440,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2_FFy5w4f5gR_BNXeTyiYe,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3rStKB7dHA3ht$CcUIUl_5,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2_FFy5w4f5gR_BNXeTyibW,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1QuJZyka97AAJzk5hhhaLR,IfcFlowFitting,Luka,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3mTYyc5f97JgqFYnQWfKRo,IfcFlowFitting,DYKA AIR,,,,,20042253,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1yCxHIoA9EP8BHEN8M7BXP,IfcFlowFitting,Geberit,,,,,21211,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2_FFy5w4f5gR_BNXeTyjSK,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1l$kDBjsP5EhEiHfaY2C89,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1iRnjW8x96TOkxG85_UwtS,IfcFlowFitting,Luka,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1XaD5cypP1gPh$6jRoEph2,IfcFlowFitting,DYKA AIR,,,,,20042268,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,0RVcPE4S9Aa9GDFmWDTsrO,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,37WUPJwdb3Z9ScxQNBYVIc,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1JHmlGybnEgfJzg12rD6le,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2IuBl6o_1FIPOV79Fo5ubd,IfcFlowFitting,DYKA AIR,,,,,20042440,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2_FFy5w4f5gR_BNXeTyjSG,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1JHmlGybnEgfJzg12rD6qL,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,36lBQYL5HDIR6W8bWfCCG9,IfcFlowFitting,Luka,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1l$kDBjsP5EhEiHfaY2C82,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihTB7,IfcFlowFitting,Geberit,,,,,21223,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2_FFy5w4f5gR_BNXeTyjCO,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1bndFAdDX3YfNURezjGBPF,IfcFlowFitting,Luka,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,0RVcPE4S9Aa9GDFmWDTspn,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1tUi7aLWX7OxgtQOalep0K,IfcFlowFitting,DYKA AIR,,,,,20049724,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1l$kDBjsP5EhEiHfaY2CrP,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,37WUPJwdb3Z9ScxQNBYVgm,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2_FFy5w4f5gR_BNXeTyjBa,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,162xRowHj9NezyObI$7IOv,IfcFlowFitting,,,,,,C01070114000003,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihTus,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1KAE2UBgvDmfcPk0bZhR6t,IfcFlowFitting,Victaulic,,,,,F00100114000003,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3rStKB7dHA3ht$CcUIUlBd,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1tUi7aLWX7OxgtQOalepFW,IfcFlowFitting,DYKA AIR,,,,,20048351,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,0MDmm4bPD2$vL6z9sjISPG,IfcFlowFitting,DYKA AIR,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1KAE2UBgvDmfcPk0bZhQ3D,IfcFlowFitting,,,,,,C01070114000003,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1dIGsmQ$D2DR61PxRm65SH,IfcFlowFitting,Geberit,,,,,23607,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3UlIpvXWHAj91YGjZE51o7,IfcFlowFitting,DYKA AIR,,,,,20042253,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3rStKB7dHA3ht$CcUIUlm2,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2qUmDxrWf0qAOgpVy5CtGo,IfcFlowFitting,Geberit,,,,,21218,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1y8PcUpIX9sAPHe7Yqj3iS,IfcFlowFitting,Geberit,,,,,21218,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1pfTq3AHL9GPxAqiCdMg6P,IfcFlowFitting,Luka,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1KAE2UBgvDmfcPk0bZhQ3J,IfcFlowFitting,,,,,,C01070114000003,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3j1plGtxrFmRuJqjDHGclF,IfcFlowFitting,DYKA AIR,,,,,20042253,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2VaI4SygvBv8L$YbXvnjXw,IfcFlowFitting,DYKA AIR,,,,,20042440,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1tHGVEGln5YR3a_F2Jde_k,IfcFlowFitting,Geberit,,,,,21214,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2_FFy5w4f5gR_BNXeTyiak,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2UVPPcH0LERBczGsZbQRw3,IfcFlowFitting,DYKA AIR,,,,,20048484,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,31nAlRRgf8yf4O4e8F3Ar8,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,31nAlRRgf8yf4O4e8F3DEj,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3rStKB7dHA3ht$CcUIUl9f,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,37WUPJwdb3Z9ScxQNBYViu,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3UlIpvXWHAj91YGjZE51oj,IfcFlowFitting,DYKA AIR,,,,,20042253,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1U1SYwMkH1U98wWHxrdhbE,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1pfTq3AHL9GPxAqiCdMg6O,IfcFlowFitting,Luka,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,370jmIjvzE6fdF2nzEJBKV,IfcFlowFitting,,,,,,C01070060000003,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,0RVcPE4S9Aa9GDFmWDTstv,IfcFlowFitting,Geberit,,,,,21218,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3rStKB7dHA3ht$CcUIUlvX,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2IuBl6o_1FIPOV79Fo5v7r,IfcFlowFitting,DYKA AIR,,,,,20042440,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3UlIpvXWHAj91YGjZE51r7,IfcFlowFitting,DYKA AIR,,,,,20042253,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,37WUPJwdb3Z9ScxQNBYVJ$,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,31nAlRRgf8yf4O4e8F3DEZ,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1y8PcUpIX9sAPHe7Yqj3iM,IfcFlowFitting,Geberit,,,,,20604,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2yxDj139L3APe0fUNyImzX,IfcFlowFitting,DYKA AIR,,,,,20042440,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,39xH8hzxnEVQQlAcyKUxF9,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,39xH8hzxnEVQQlAcyKUxCu,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1tHGVEGln5YR3a_F2Jdeff,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1lLJZNXaf8TOiD1b2Oucc8,IfcFlowFitting,DYKA AIR,,,,,20042440,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1tHGVEGln5YR3a_F2Jde_m,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2_FFy5w4f5gR_BNXeTyjHd,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,37WUPJwdb3Z9ScxQNBYVaj,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihTof,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,31nAlRRgf8yf4O4e8F3DEr,IfcFlowFitting,Geberit,,,,,21008,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3j1plGtxrFmRuJqjDHGcks,IfcFlowFitting,DYKA AIR,,,,,20048351,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,0RVcPE4S9Aa9GDFmWDTstp,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihTsC,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1U1SYwMkH1U98wWHxrdhbb,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2xQIbkQTr2vOcPyywuLWTN,IfcFlowFitting,DYKA AIR,,,,,20048484,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,36lBQYL5HDIR6W8bWfCDha,IfcFlowFitting,Luka,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1pfTq3AHL9GPxAqiCdMg8J,IfcFlowFitting,Luka,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3rStKB7dHA3ht$CcUIUlxv,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3rStKB7dHA3ht$CcUIUlum,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1l$kDBjsP5EhEiHfaY2C5r,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3rStKB7dHA3ht$CcUIUljh,IfcFlowFitting,Geberit,,,,,21214,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1l$kDBjsP5EhEiHfaY2CAD,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1iRnjW8x96TOkxG85_UwT9,IfcFlowFitting,Luka,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihTJq,IfcFlowFitting,Geberit,,,,,21218,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1tHGVEGln5YR3a_F2Jdefj,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3iT7GDDl9Cgu_oeYi3d2gD,IfcFlowFitting,DYKA AIR,,,,,20048484,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,0iyJ9j61D9wecCd2PhTn0p,IfcFlowFitting,DYKA AIR,,,,,20042440,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2hGyeDp$H3l92FfSd3Gy8i,IfcFlowFitting,DYKA AIR,,,,,20042440,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1tHGVEGln5YR3a_F2JdetY,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,0AjQ0JY9b03RhCYTYmXElE,IfcFlowFitting,DYKA AIR,,,,,20049724,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3wYamzIx5Bdu7B3UKw5Isv,IfcFlowFitting,DYKA AIR,,,,,20049724,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihTKS,IfcFlowFitting,Geberit,,,,,21214,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1pfTq3AHL9GPxAqiCdMg8I,IfcFlowFitting,Luka,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3j1plGtxrFmRuJqjDHGdQp,IfcFlowFitting,DYKA AIR,,,,,20042440,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,37WUPJwdb3Z9ScxQNBYVcr,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2yxDj139L3APe0fUNyImwI,IfcFlowFitting,DYKA AIR,,,,,20042440,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3iT7GDDl9Cgu_oeYi3d549,IfcFlowFitting,DYKA AIR,,,,,20048484,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2VaI4SygvBv8L$YbXvnjg7,IfcFlowFitting,DYKA AIR,,,,,20048484,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3srtZGj1fCyeZo32_lQ1dD,IfcFlowFitting,Geberit,,,,,21214,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1U1SYwMkH1U98wWHxrdhhH,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3rStKB7dHA3ht$CcUIUlDW,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,0RVcPE4S9Aa9GDFmWDTsCI,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3rStKB7dHA3ht$CcUIUlpk,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,36lBQYL5HDIR6W8bWfCDWS,IfcFlowFitting,Luka,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihT0P,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,37WUPJwdb3Z9ScxQNBYVj2,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1tUi7aLWX7OxgtQOalepFm,IfcFlowFitting,DYKA AIR,,,,,20049724,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1l$kDBjsP5EhEiHfaY2C5k,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3wYamzIx5Bdu7B3UKw5Inl,IfcFlowFitting,DYKA AIR,,,,,20042440,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1tHGVEGln5YR3a_F2Jdefn,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihT9F,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1U1SYwMkH1U98wWHxrdhdD,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2p6UE7el1148X6lFZ_CSw1,IfcFlowFitting,DYKA AIR,,,,,20048484,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,37WUPJwdb3Z9ScxQNBYV9Z,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1dIGsmQ$D2DR61PxRm64lw,IfcFlowFitting,Geberit,,,,,23108,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihT4b,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1l$kDBjsP5EhEiHfaY2C35,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihTig,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,0TXLStjwP17Ag2Wz6WzAj7,IfcFlowFitting,Luka,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1JHmlGybnEgfJzg12rD6se,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihTgG,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1y8PcUpIX9sAPHe7Yqj3gd,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihTmF,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,0af0pVrZb73h41X3KqET3M,IfcFlowFitting,,Duct Fittings,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2_FFy5w4f5gR_BNXeTyiZV,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3$jO3xPMT3GuoR_IvX0gL6,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,370jmIjvzE6fdF2nzEJ8hf,IfcFlowFitting,,,,,,C01070060000003,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3rStKB7dHA3ht$CcUIUlza,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3j1plGtxrFmRuJqjDHGdOB,IfcFlowFitting,DYKA AIR,,,,,20042440,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1iRnjW8x96TOkxG85_Uwo$,IfcFlowFitting,DYKA AIR,,,,,20042440,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1yCxHIoA9EP8BHEN8M7AVz,IfcFlowFitting,Geberit,,,,,21223,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3j1plGtxrFmRuJqjDHGcti,IfcFlowFitting,DYKA AIR,,,,,20048484,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,0RVcPE4S9Aa9GDFmWDTsEZ,IfcFlowFitting,Geberit,,,,,21214,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2_FFy5w4f5gR_BNXeTyjQ6,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3j1plGtxrFmRuJqjDHGd9G,IfcFlowFitting,DYKA AIR,,,,,20049725,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,0p4Dd5cGH7Yhtvm3tNpRJ1,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2_FFy5w4f5gR_BNXeTyiZP,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3rStKB7dHA3ht$CcUIUlwz,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1pfTq3AHL9GPxAqiCdMgMk,IfcFlowFitting,Luka,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1tHGVEGln5YR3a_F2Jdejc,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihTHC,IfcFlowFitting,Geberit,,,,,21223,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1JHmlGybnEgfJzg12rD6yP,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1pfTq3AHL9GPxAqiCdMgTv,IfcFlowFitting,DYKA AIR,,,,,20047628,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1y8PcUpIX9sAPHe7Yqj3gR,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2hGyeDp$H3l92FfSd3Gy9f,IfcFlowFitting,DYKA AIR,,,,,20049724,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1y8PcUpIX9sAPHe7Yqj3FJ,IfcFlowFitting,Geberit,,,,,23608,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,0MDmm4bPD2$vL6z9sjISun,IfcFlowFitting,DYKA AIR,,,,,20042440,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1l$kDBjsP5EhEiHfaY2Ctx,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2yq70TTAfAfPI5NM5JGYLe,IfcFlowFitting,DYKA AIR,,,,,20042440,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1iRnjW8x96TOkxG85_UwRT,IfcFlowFitting,Luka,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1y8PcUpIX9sAPHe7Yqj3ej,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3$jO3xPMT3GuoR_IvX0gL2,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihTwQ,IfcFlowFitting,Geberit,,,,,20104,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,37WUPJwdb3Z9ScxQNBYVd$,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3qjhepFBL3TwSy4nBs4NfQ,IfcFlowFitting,Geberit,,,,,22324,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1pfTq3AHL9GPxAqiCdMg2I,IfcFlowFitting,Luka,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1JHmlGybnEgfJzg12rD6l_,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,292evus617$OApahGDVlvB,IfcFlowFitting,Luka,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1l$kDBjsP5EhEiHfaY2CsU,IfcFlowFitting,Geberit,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3rStKB7dHA3ht$CcUIUljV,IfcFlowFitting,Geberit,,,,,20604,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1iRnjW8x96TOkxG85_Uwe5,IfcFlowFitting,Luka,,,,,,,,,,,,,,,,,,,,,,,,,
